company_id,industry
32107,insurance
72976,real estate
68347759,hospitals and health care
101216890,staffing and recruiting
15862365,staffing and recruiting
3296572,civil engineering
70392521,advertising services
684349,staffing and recruiting
87219466,business consulting and services
18264797,business consulting and services
1260561,"appliances, electrical, and electronics manufacturing"
99486423,it services and it consulting
60389,staffing and recruiting
14812141,"technology, information and internet"
14839430,staffing and recruiting
278243,staffing and recruiting
4870269,it services and it consulting
1670700,staffing and recruiting
32032,insurance
1243980,advertising services
18164646,staffing and recruiting
74367050,advertising services
60120,law practice
7967584,construction
156656,motor vehicle manufacturing
13658056,staffing and recruiting
36158618,public relations and communications services
1286746,construction
3505550,packaging and containers manufacturing
11064780,wholesale
60360,it services and it consulting
39588,staffing and recruiting
3316,it services and it consulting
1283982,business consulting and services
74306759,human resources services
82537304,hospitals and health care
11317510,it services and it consulting
10286832,staffing and recruiting
80301394,artists and writers
14838529,software development
64645709,recreational facilities
10051064,hospitals and health care
1189413,staffing and recruiting
3278172,hospitals and health care
1151508,financial services
29773,hospitals and health care
3861577,professional training and coaching
1153096,medical equipment manufacturing
7341,software development
7928799,non-profit organizations
76880902,staffing and recruiting
5022712,it services and it consulting
366287,civil engineering
40269,it services and it consulting
96133444,advertising services
2599529,construction
27292,it services and it consulting
165942,education administration programs
10970058,business consulting and services
2608676,software development
18208567,hospitals and health care
1913817,primary and secondary education
15519990,environmental services
302387,business consulting and services
98591861,"transportation, logistics, supply chain and storage"
690867,construction
92409,it services and it consulting
80388285,design services
18179239,retail
123696,hospitality
44994,staffing and recruiting
22581,business consulting and services
21792,financial services
76262847,food and beverage services
108365,human resources services
105558,banking
64971067,it services and it consulting
18399252,law practice
657475,staffing and recruiting
1129637,primary and secondary education
469324,banking
3886282,spectator sports
27122117,research services
382903,retail office equipment
3089057,construction
6402481,staffing and recruiting
20503060,staffing and recruiting
3331503,computer hardware manufacturing
9219843,it services and it consulting
75519117,media production
254923,business consulting and services
74538801,farming
30727743,hospitals and health care
10443100,wellness and fitness services
2197296,it services and it consulting
3237769,staffing and recruiting
162436,higher education
10057893,business consulting and services
2619868,it services and it consulting
18485452,financial services
54110209,renewable energy semiconductor manufacturing
2085160,insurance
10950732,it services and it consulting
11557250,staffing and recruiting
12617617,advertising services
4912,motor vehicle manufacturing
18835575,staffing and recruiting
38950,"appliances, electrical, and electronics manufacturing"
6387246,staffing and recruiting
8000365,hospitals and health care
13316106,software development
18617099,renewable energy semiconductor manufacturing
837566,higher education
29283590,semiconductor manufacturing
11163,government administration
241408,human resources services
3045278,it services and it consulting
528199,education administration programs
6508981,wellness and fitness services
31100404,it services and it consulting
24403,public relations and communications services
1311678,hospitals and health care
72678520,leasing non-residential real estate
946966,hospitality
119429,law practice
11440,pharmaceutical manufacturing
90376,machinery manufacturing
11843767,it services and it consulting
96957621,software development
113436,defense and space manufacturing
89190280,government administration
320132,it services and it consulting
73514628,staffing and recruiting
96574027,manufacturing
425698,staffing and recruiting
1049635,law practice
12908209,financial services
52730,truck transportation
88799349,construction
1898104,law practice
6839,insurance
38131776,it services and it consulting
4554017,construction
277986,truck transportation
82505420,real estate
40807457,it services and it consulting
101716578,it services and it consulting
80412354,hospitals and health care
40661516,it services and it consulting
1282324,staffing and recruiting
1189796,financial services
33301910,it services and it consulting
84813880,it services and it consulting
82292327,financial services
164336,insurance
361097,hospitality
1479721,staffing and recruiting
90068,it services and it consulting
3008545,research services
74904301,hospitals and health care
18823070,food and beverage services
82996293,staffing and recruiting
162205,non-profit organizations
5307822,food and beverage services
11816572,utilities
1631222,financial services
81552012,business consulting and services
3346075,software development
809218,law enforcement
78283079,hospitals and health care
8525342,construction
70268411,staffing and recruiting
15161148,computer and network security
89726220,accounting
10981144,aviation and aerospace component manufacturing
28147691,software development
71716289,hospitals and health care
25177185,manufacturing
94217261,staffing and recruiting
15701084,staffing and recruiting
136123,staffing and recruiting
1608191,construction
1335118,it services and it consulting
5303876,civil engineering
40936968,architecture and planning
2124512,motor vehicle manufacturing
20256169,food and beverage manufacturing
456068,it services and it consulting
2207698,food and beverage services
30611,education administration programs
6377088,truck transportation
100564,it services and it consulting
5050924,environmental services
96168412,staffing and recruiting
396897,hospitals and health care
14782279,"technology, information and internet"
52116836,education administration programs
16186265,construction
81897394,it services and it consulting
73242866,non-profit organizations
1182553,real estate
88941457,government administration
7019291,machinery manufacturing
1111845,banking
3014350,investment management
18509910,staffing and recruiting
9341266,it services and it consulting
69809957,security and investigations
1459113,medical equipment manufacturing
74946457,biotechnology research
40686583,travel arrangements
92841605,it services and it consulting
487950,construction
2647784,staffing and recruiting
2899729,retail
109766,it services and it consulting
57171,banking
10305563,non-profit organizations
9238167,public relations and communications services
10243020,aviation and aerospace component manufacturing
15358150,hospitals and health care
235984,it services and it consulting
756569,it services and it consulting
9182321,retail apparel and fashion
98027,telecommunications
1328834,truck transportation
5275921,insurance
974098,hospitals and health care
24595636,environmental services
76743415,advertising services
3128778,financial services
40689305,human resources services
82510955,truck transportation
354870,staffing and recruiting
326218,events services
2746644,legal services
10779758,staffing and recruiting
72726575,financial services
10774599,financial services
1426,financial services
227611,staffing and recruiting
29274101,staffing and recruiting
10193891,wellness and fitness services
71353945,biotechnology research
166241,retail luxury goods and jewelry
326835,retail apparel and fashion
10132185,software development
10356220,it services and it consulting
6622886,staffing and recruiting
17926613,software development
57189496,mental health care
89750232,it services and it consulting
3887559,hospitals and health care
37512,construction
41222,airlines and aviation
18216944,advertising services
484969,motor vehicle manufacturing
16256992,financial services
4477142,research services
112333,staffing and recruiting
97464196,it services and it consulting
35601159,non-profit organizations
42876933,staffing and recruiting
1184888,automation machinery manufacturing
90644499,it services and it consulting
106069,staffing and recruiting
11463828,pharmaceutical manufacturing
33307719,advertising services
413667,construction
65784,banking
2525728,environmental services
9476379,banking
2659878,it services and it consulting
60668144,performing arts
12904405,business consulting and services
34275,it services and it consulting
586645,it services and it consulting
34233,government administration
80381133,government administration
72488877,real estate
4366361,education administration programs
350942,oil and gas
1262896,motor vehicle manufacturing
96663951,higher education
5878,"museums, historical sites, and zoos"
44072,construction
75103348,it services and it consulting
98053583,executive offices
166228,higher education
1366546,plastics manufacturing
80498456,"technology, information and internet"
9189272,staffing and recruiting
70507,truck transportation
99326,staffing and recruiting
2581754,law practice
1253581,it services and it consulting
1901416,accounting
10634503,construction
2608049,education administration programs
98677863,advertising services
78292057,staffing and recruiting
22306569,staffing and recruiting
11002780,food and beverage services
233922,staffing and recruiting
2331524,construction
30130,hospitals and health care
2786526,architecture and planning
1659,hospitals and health care
112076,construction
21026,manufacturing
11784644,business consulting and services
5356751,business consulting and services
2153,staffing and recruiting
2915791,utilities
75895,non-profit organizations
10841679,it services and it consulting
16221941,real estate
35634275,insurance
901502,it services and it consulting
35561,construction
10827754,business consulting and services
6412901,advertising services
100273634,financial services
123511,manufacturing
164234,retail
624917,it services and it consulting
13979784,truck transportation
97606,staffing and recruiting
23901,"appliances, electrical, and electronics manufacturing"
10013095,human resources services
81941852,it services and it consulting
1337571,manufacturing
52159549,wellness and fitness services
5061336,wholesale building materials
352855,"appliances, electrical, and electronics manufacturing"
11810741,financial services
79892817,construction
47170,software development
2732162,medical equipment manufacturing
15218095,staffing and recruiting
770359,hospitals and health care
403393,public safety
40814906,business consulting and services
1893,chemical manufacturing
82489,truck transportation
5529576,industrial machinery manufacturing
462558,non-profit organizations
1116080,pharmaceutical manufacturing
73605,government administration
6518533,utilities
33459161,events services
57526157,real estate
10418607,it services and it consulting
27229436,staffing and recruiting
89971810,it services and it consulting
102431186,it services and it consulting
2012403,it services and it consulting
2311952,staffing and recruiting
92570604,software development
77580969,staffing and recruiting
9464,gambling facilities and casinos
102839299,hospitality
89224,research services
10247020,it services and it consulting
27290,retail
100325012,advertising services
28788105,environmental services
99111197,wellness and fitness services
14613869,hospitals and health care
27225560,plastics manufacturing
89878417,it services and it consulting
10312695,staffing and recruiting
110226,executive offices
91175705,staffing and recruiting
2831762,hospitals and health care
4031911,it services and it consulting
614775,staffing and recruiting
216922,"appliances, electrical, and electronics manufacturing"
2490,hospitals and health care
89626307,accounting
9334204,software development
35671596,it services and it consulting
145957,real estate
96648478,business consulting and services
1806790,mental health care
9949014,civic and social organizations
80318658,design services
20327408,spectator sports
1160138,"transportation, logistics, supply chain and storage"
722490,industrial machinery manufacturing
3307823,it services and it consulting
16241042,non-profit organizations
53824769,individual and family services
37061987,mental health care
53509342,staffing and recruiting
1324164,industrial machinery manufacturing
1498833,it services and it consulting
4224618,law practice
79886558,it services and it consulting
74374474,education administration programs
76918,hospitals and health care
253815,insurance
27230924,medical equipment manufacturing
166331,motor vehicle manufacturing
17916205,financial services
9661,software development
924962,plastics manufacturing
15124,staffing and recruiting
27099326,hospitals and health care
67849,software development
1615645,staffing and recruiting
987613,investment banking
96935586,advertising services
89869523,hospitals and health care
18690308,education administration programs
56862,it services and it consulting
82559090,events services
216780,it services and it consulting
9312786,it services and it consulting
138290,law practice
687274,staffing and recruiting
35693578,it services and it consulting
3311632,it services and it consulting
215656,"appliances, electrical, and electronics manufacturing"
98860562,government administration
1285745,hospitals and health care
45975,staffing and recruiting
11150948,business consulting and services
97413487,"technology, information and internet"
14814,staffing and recruiting
89572737,renewable energy semiconductor manufacturing
6431713,mental health care
5106598,it services and it consulting
165957,law practice
35604921,public safety
22317555,environmental services
27604,non-profit organizations
82025433,mental health care
155154,food and beverage services
206800,it services and it consulting
6444370,it services and it consulting
76635368,telecommunications
145077,"appliances, electrical, and electronics manufacturing"
37272664,staffing and recruiting
64744369,staffing and recruiting
78853109,professional training and coaching
14995,government administration
59557,staffing and recruiting
265120,facilities services
75744349,hospitals and health care
8210641,wholesale
7197240,retail
2511837,it services and it consulting
46954,manufacturing
8089,law practice
11506900,it services and it consulting
1772344,medical equipment manufacturing
1517,medical equipment manufacturing
3263362,staffing and recruiting
1025207,financial services
17957408,manufacturing
10021476,higher education
74341855,software development
82492376,software development
48217,public safety
15634457,food and beverage manufacturing
2806184,it services and it consulting
19071137,food and beverage services
2736320,industrial machinery manufacturing
91489788,spectator sports
15513355,architecture and planning
164571,industrial machinery manufacturing
795290,staffing and recruiting
52065,business consulting and services
10141417,business consulting and services
75068177,it services and it consulting
3269250,hospitals and health care
18481837,software development
27057164,staffing and recruiting
65451594,telecommunications
21595,food and beverage manufacturing
37027,non-profit organizations
1228837,non-profit organizations
17847,higher education
9400761,defense and space manufacturing
81484415,machinery manufacturing
1368864,business consulting and services
11076,higher education
164825,it services and it consulting
3937514,motor vehicle manufacturing
87713386,oil and gas
3243324,real estate
2886952,pharmaceutical manufacturing
51727805,recreational facilities
1392689,government administration
62942,staffing and recruiting
115624,machinery manufacturing
100304404,food and beverage manufacturing
10347780,financial services
1314202,it services and it consulting
24765,hospitals and health care
2552423,staffing and recruiting
27102121,mental health care
34956912,hospitals and health care
3019147,truck transportation
2569274,staffing and recruiting
3192599,hospitals and health care
41315,software development
34208,paper and forest product manufacturing
80881284,hospitals and health care
65614241,environmental services
18342187,beverage manufacturing
63335,advertising services
9506368,individual and family services
3233382,hospitals and health care
95716950,business consulting and services
79992924,software development
263996,law practice
855005,hospitals and health care
10040835,financial services
5139,"appliances, electrical, and electronics manufacturing"
248494,public relations and communications services
10075796,advertising services
799057,software development
2910514,food and beverage services
65229,software development
68284249,biotechnology research
74352394,software development
3834377,wellness and fitness services
98425301,media production
35451465,it services and it consulting
16057799,it services and it consulting
10631691,non-profit organizations
68584649,mental health care
163672,retail office equipment
1211135,staffing and recruiting
2998033,personal care product manufacturing
9645,manufacturing
73982890,public relations and communications services
97464,financial services
1216717,hospitals and health care
1351156,telecommunications
16160122,restaurants
7969790,software development
144086,accounting
1388304,non-profit organizations
25047510,human resources services
4837940,it services and it consulting
6993,hospitals and health care
5402475,it services and it consulting
64893727,"transportation, logistics, supply chain and storage"
10299491,accounting
101964649,security and investigations
109824,facilities services
2268831,hospitals and health care
165697,retail
2257256,telecommunications
101700804,mental health care
79724057,environmental services
2677974,hospitals and health care
37507386,financial services
90548177,it services and it consulting
65587,it services and it consulting
2521528,restaurants
59421471,medical practices
80786371,higher education
97413,machinery manufacturing
63757,insurance
1253950,real estate
101720839,staffing and recruiting
82471,furniture and home furnishings manufacturing
119291,hospitals and health care
3269373,hospitals and health care
5216276,pharmaceutical manufacturing
13284458,software development
734752,construction
50820,staffing and recruiting
3808676,renewable energy semiconductor manufacturing
4648472,hospitals and health care
1620907,aviation and aerospace component manufacturing
18161797,industrial machinery manufacturing
11061848,it services and it consulting
880669,aviation and aerospace component manufacturing
28589574,software development
1182531,advertising services
1031662,government administration
23712610,airlines and aviation
93350880,financial services
69644755,staffing and recruiting
2087756,software development
606478,motor vehicle manufacturing
1033540,education administration programs
16529,higher education
34771261,hospitality
35473366,individual and family services
71954,it services and it consulting
2430577,staffing and recruiting
18628979,hospitals and health care
57421,it services and it consulting
2847498,government administration
19230941,telecommunications
2924743,staffing and recruiting
1234587,non-profit organizations
9264236,staffing and recruiting
99122842,construction
64896014,utilities
136203,software development
99398043,non-profit organizations
6583153,retail apparel and fashion
20153896,staffing and recruiting
10129073,it services and it consulting
16265050,civic and social organizations
114213,oil and gas
25050544,software development
40656855,mental health care
143993,it services and it consulting
2302548,staffing and recruiting
13328290,it services and it consulting
93273189,architecture and planning
90593556,spectator sports
747679,primary and secondary education
61482,motor vehicle manufacturing
149434,staffing and recruiting
152928,oil and gas
96880536,staffing and recruiting
493857,insurance
37862,non-profit organizations
55855,staffing and recruiting
2594164,banking
3282769,wholesale building materials
91372234,business consulting and services
35491785,advertising services
80919,financial services
2903834,insurance
35627712,staffing and recruiting
537311,food and beverage services
15460,design services
1791668,education administration programs
23758287,software development
11158118,hospitals and health care
969725,public relations and communications services
3802195,it services and it consulting
2197876,higher education
33287110,real estate
91383513,software development
13279793,it services and it consulting
15163,hospitality
343264,machinery manufacturing
64254819,banking
89862121,software development
71582282,it services and it consulting
1043057,media production
1832103,non-profit organizations
68839257,it services and it consulting
1705878,financial services
2491610,wholesale building materials
1832050,real estate
80847793,it services and it consulting
101384092,software development
80384816,software development
69736805,staffing and recruiting
163849,higher education
75665756,staffing and recruiting
77097700,financial services
68566,real estate
1118764,food and beverage manufacturing
64261147,hospitals and health care
3265166,facilities services
18706683,hospitals and health care
2956803,manufacturing
77295934,it services and it consulting
426121,staffing and recruiting
1100068,education administration programs
35634449,motor vehicle manufacturing
1054393,it services and it consulting
57409,staffing and recruiting
76679731,individual and family services
103383086,financial services
13362722,staffing and recruiting
42126806,public safety
1271806,hospitals and health care
164881,government administration
17877112,hospitals and health care
33202713,it services and it consulting
82304,oil and gas
3043634,construction
3806039,it services and it consulting
99531182,restaurants
166996,it services and it consulting
55032,manufacturing
2446546,software development
493527,staffing and recruiting
277922,hospitality
89352252,it services and it consulting
15068,financial services
2353982,construction
9473780,computers and electronics manufacturing
18080343,construction
29020708,staffing and recruiting
18120647,it services and it consulting
89736016,non-profit organizations
2948811,advertising services
5833,law practice
152765,it services and it consulting
10860381,non-profit organizations
10266768,food and beverage manufacturing
44431,advertising services
1618074,software development
1375545,real estate
16203188,it services and it consulting
3112510,staffing and recruiting
2748494,executive offices
59124440,real estate
43037,non-profit organizations
69964,hospitals and health care
9372159,advertising services
2312147,printing services
65034840,software development
10989141,it services and it consulting
288047,it services and it consulting
44061,utilities
76735050,it services and it consulting
6406167,personal care product manufacturing
21889,software development
100547649,hospitals and health care
74148253,research services
165229,financial services
999245,hospitals and health care
1588346,staffing and recruiting
660560,retail
97191536,construction
439512,human resources services
17882,truck transportation
1190937,truck transportation
1399,pharmaceutical manufacturing
103426165,telecommunications
87085934,it services and it consulting
9217515,motor vehicle manufacturing
96588988,mental health care
5083092,environmental services
74117501,staffing and recruiting
2509162,it services and it consulting
7933207,medical practices
165222,travel arrangements
35480245,financial services
80660977,food and beverage services
5773649,telecommunications
73935,computer and network security
15653665,government relations services
503768,it services and it consulting
9289595,motor vehicle manufacturing
116401,construction
67527984,oil and gas
82802944,retail
82112,farming
164885,government administration
1379795,non-profit organizations
10639070,personal care product manufacturing
10047989,motor vehicle manufacturing
21488,environmental services
18023289,staffing and recruiting
334661,software development
18390845,it services and it consulting
35647,staffing and recruiting
77727601,computer hardware manufacturing
46562,insurance
718570,hospitals and health care
18883511,business consulting and services
3005998,financial services
76182,advertising services
11447285,government administration
49761,staffing and recruiting
1324613,retail luxury goods and jewelry
860919,business consulting and services
3904651,education administration programs
70533096,software development
758016,wholesale
19885,non-profit organizations
91452,staffing and recruiting
12212,primary and secondary education
749795,it services and it consulting
736168,software development
40731493,wellness and fitness services
59475546,mining
96083144,advertising services
40784850,insurance
2455773,business consulting and services
111557,pharmaceutical manufacturing
62054995,law practice
53969352,facilities services
420052,individual and family services
74466,industrial machinery manufacturing
116394,pharmaceutical manufacturing
1312123,travel arrangements
82128267,software development
11756277,professional training and coaching
86935693,software development
102233110,software development
2166651,personal care product manufacturing
57268,truck transportation
16402,staffing and recruiting
64818,construction
2647892,staffing and recruiting
18758749,staffing and recruiting
65685024,it services and it consulting
28669777,construction
4027018,hospitals and health care
39231,telecommunications
3043089,software development
5273808,retail apparel and fashion
94474,beverage manufacturing
80998774,manufacturing
74758215,automation machinery manufacturing
20317,motor vehicle manufacturing
76648651,retail apparel and fashion
8449,higher education
9060021,retail apparel and fashion
7970166,non-profit organizations
33856,staffing and recruiting
9151,chemical manufacturing
839847,real estate
528117,higher education
9415632,staffing and recruiting
89895564,"appliances, electrical, and electronics manufacturing"
18196498,food and beverage services
2377207,it services and it consulting
33302355,software development
8804785,oil and gas
18519890,construction
1731254,machinery manufacturing
84491389,"appliances, electrical, and electronics manufacturing"
50609,"museums, historical sites, and zoos"
11528688,wellness and fitness services
12346,automation machinery manufacturing
69104315,wellness and fitness services
1183247,government relations services
71622423,online audio and video media
357168,hospitals and health care
8538,it services and it consulting
11233997,staffing and recruiting
11683180,advertising services
27169417,advertising services
10617028,pharmaceutical manufacturing
22321191,it services and it consulting
8795411,software development
16094732,machinery manufacturing
132283,construction
12749,information services
434982,manufacturing
1947294,it services and it consulting
78632700,it services and it consulting
42147988,financial services
1592400,it services and it consulting
6585178,it services and it consulting
40808834,law practice
454896,government administration
1076033,motor vehicle manufacturing
7043194,individual and family services
165971,semiconductor manufacturing
805326,non-profit organizations
3384,hospitals and health care
9667,hospitals and health care
69472517,environmental services
24836,banking
35647382,truck transportation
7587393,airlines and aviation
80741124,government administration
696781,medical equipment manufacturing
108488,motor vehicle manufacturing
86447021,software development
225942,individual and family services
18271113,computer games
83957,staffing and recruiting
324604,pharmaceutical manufacturing
69925,government relations services
27236146,advertising services
162813,international trade and development
88802,industrial machinery manufacturing
88796,banking
2685997,"appliances, electrical, and electronics manufacturing"
74097560,staffing and recruiting
13011,it services and it consulting
72944,retail luxury goods and jewelry
81095514,machinery manufacturing
1944368,real estate
30216,education administration programs
415728,industrial machinery manufacturing
80492233,hospitality
780422,law practice
26689,advertising services
2609,"appliances, electrical, and electronics manufacturing"
71611,staffing and recruiting
4037459,retail
2702886,staffing and recruiting
10631870,computer and network security
54844,staffing and recruiting
90485971,real estate
2236492,it services and it consulting
206498,non-profit organizations
15238307,it services and it consulting
78749228,hospitals and health care
20830,higher education
3979535,primary and secondary education
134994,hospitality
31452471,construction
3133014,retail
749331,financial services
30118223,financial services
4237,pharmaceutical manufacturing
454615,hospitals and health care
103120277,financial services
1194336,food and beverage services
94453,staffing and recruiting
73928587,financial services
42906555,advertising services
11369684,hospitality
135206,advertising services
42343100,online audio and video media
18527534,staffing and recruiting
669241,environmental services
17900676,construction
27218999,renewable energy semiconductor manufacturing
1975219,medical equipment manufacturing
11008286,software development
71475341,education administration programs
74289624,non-profit organizations
10062724,financial services
1779663,staffing and recruiting
17544,non-profit organizations
1792592,entertainment providers
18861876,real estate
18214,staffing and recruiting
77583193,renewable energy semiconductor manufacturing
76541226,food and beverage services
64737654,it services and it consulting
202694,staffing and recruiting
293088,wellness and fitness services
16219,it services and it consulting
67483,it services and it consulting
16202556,real estate
652234,wholesale
81494029,wellness and fitness services
16686,design services
35769,medical equipment manufacturing
2214694,construction
14741,education administration programs
73209383,law practice
710411,staffing and recruiting
66436,staffing and recruiting
1165219,software development
56444817,"appliances, electrical, and electronics manufacturing"
7257,higher education
90510399,"technology, information and internet"
365347,research services
64746416,hospitality
72234947,staffing and recruiting
1833,broadcast media production and distribution
18581753,advertising services
43271,staffing and recruiting
10649,broadcast media production and distribution
89491510,hospitals and health care
618336,hospitals and health care
273698,hospitals and health care
26621580,staffing and recruiting
76515231,hospitals and health care
522929,staffing and recruiting
9960,"museums, historical sites, and zoos"
54308942,education administration programs
7194,law practice
82263,staffing and recruiting
52120909,human resources services
164834,retail apparel and fashion
81949095,it services and it consulting
521777,aviation and aerospace component manufacturing
79424201,consumer services
2148400,professional training and coaching
3824667,manufacturing
98810124,staffing and recruiting
144105,design services
77831,staffing and recruiting
1320522,construction
10804206,"appliances, electrical, and electronics manufacturing"
74951279,civil engineering
2155460,e-learning providers
151633,retail apparel and fashion
2273802,software development
137971,staffing and recruiting
79769,insurance
447373,furniture and home furnishings manufacturing
18961,retail
1138065,software development
51322,it services and it consulting
33260187,industrial machinery manufacturing
2148133,construction
514374,staffing and recruiting
79315975,"technology, information and internet"
163085,government administration
72755038,wholesale building materials
101083831,staffing and recruiting
3540957,software development
13745845,it services and it consulting
3866,printing services
162206,advertising services
96847,telecommunications
11016612,biotechnology research
7961728,software development
290010,staffing and recruiting
90510307,defense and space manufacturing
153258,biotechnology research
1842435,hospitals and health care
1344410,it services and it consulting
24989722,industrial machinery manufacturing
2696025,financial services
166338,higher education
9236263,business consulting and services
12835,law practice
1527347,retail apparel and fashion
101772674,manufacturing
37561,"appliances, electrical, and electronics manufacturing"
20282,software development
573158,real estate
8202,wholesale building materials
163907,law practice
18080299,medical practices
9260399,civic and social organizations
96183900,hospitals and health care
2888764,business consulting and services
1575984,non-profit organizations
4796324,it services and it consulting
2384213,software development
13672385,it services and it consulting
10445287,staffing and recruiting
73792220,insurance
2786423,individual and family services
5130294,staffing and recruiting
76452487,food and beverage services
22350072,human resources services
988555,real estate
3165672,staffing and recruiting
55692572,hospitality
101402,insurance
30770924,individual and family services
20276373,retail
4883,financial services
10018538,software development
855749,motor vehicle manufacturing
5211,outsourcing and offshoring consulting
49768,book and periodical publishing
7042786,hospitals and health care
4814443,staffing and recruiting
2132939,staffing and recruiting
77185102,it services and it consulting
39065,civil engineering
129385,financial services
57010,it services and it consulting
20918,hospitals and health care
63838,staffing and recruiting
5138564,wholesale
334840,financial services
64894256,hospitals and health care
934361,hospitals and health care
71410521,financial services
35656473,software development
9326435,staffing and recruiting
9570,financial services
164150,wholesale
75437831,it services and it consulting
548161,banking
9396936,primary and secondary education
75862255,it services and it consulting
64990831,defense and space manufacturing
86893022,financial services
166373,business consulting and services
72727461,beverage manufacturing
988690,advertising services
79000927,hospitals and health care
16177247,defense and space manufacturing
1090622,manufacturing
452947,architecture and planning
22298142,telecommunications
51716058,it services and it consulting
92734,law practice
3294979,advertising services
36017169,environmental services
362808,individual and family services
3508131,biotechnology research
70834274,hospitals and health care
64914895,financial services
1349493,retail
1623491,outsourcing and offshoring consulting
18309150,motor vehicle manufacturing
344962,civil engineering
32727,staffing and recruiting
1381051,financial services
10048739,retail
1022431,furniture and home furnishings manufacturing
298313,it services and it consulting
987321,software development
4494,paper and forest product manufacturing
14344,non-profit organizations
84201,manufacturing
68056368,software development
10958324,defense and space manufacturing
163746,staffing and recruiting
2987720,software development
31065,construction
2974770,civic and social organizations
15112074,software development
28140159,hospitals and health care
165024,"appliances, electrical, and electronics manufacturing"
8621,insurance
22329,staffing and recruiting
10670605,public policy offices
3286848,construction
65123,utilities
12643,defense and space manufacturing
14796450,staffing and recruiting
28596353,software development
115516,accounting
5970395,plastics manufacturing
19241987,mental health care
319210,education administration programs
51639374,automation machinery manufacturing
16155783,oil and gas
594333,information services
18693608,software development
1476269,real estate
4020444,food and beverage services
1299059,construction
18601260,renewable energy semiconductor manufacturing
995588,hospitals and health care
4422,law practice
6313879,staffing and recruiting
79830368,it services and it consulting
14450868,staffing and recruiting
6574648,business consulting and services
356094,it services and it consulting
4094193,primary and secondary education
6827779,non-profit organizations
1924238,industrial machinery manufacturing
73693,government administration
157336,government administration
35513014,it services and it consulting
760554,hospitality
87154182,truck transportation
17885819,food and beverage manufacturing
229538,it services and it consulting
59761331,mental health care
24904,civil engineering
25715,utilities
3510898,truck transportation
80048785,it services and it consulting
131762,truck transportation
2471716,retail
81547525,software development
853793,defense and space manufacturing
18860044,it services and it consulting
80076158,wellness and fitness services
18601648,financial services
3563676,staffing and recruiting
32010,public relations and communications services
612493,government administration
13019116,retail luxury goods and jewelry
98515650,hospitals and health care
63367105,public relations and communications services
143892,advertising services
56657942,biotechnology research
29002509,events services
162443,accounting
10411,utilities
10115449,it services and it consulting
67970246,staffing and recruiting
1086800,software development
15210652,financial services
24302,banking
584471,real estate
1418841,software development
102342021,consumer services
7543,manufacturing
18487320,broadcast media production and distribution
78790,automation machinery manufacturing
82306965,insurance
4785104,construction
18045394,it services and it consulting
9455425,hospitals and health care
5339420,food and beverage services
82995727,software development
5253673,hospitals and health care
42921359,software development
82282320,hospitals and health care
94868,industrial machinery manufacturing
162889,financial services
4817793,law practice
90400846,higher education
3154911,staffing and recruiting
90729317,environmental services
45868,biotechnology research
19914,higher education
71719247,staffing and recruiting
71528340,design services
1437263,design services
3856913,wholesale building materials
2086774,law practice
6450362,advertising services
76231392,real estate
6600800,software development
25374,"appliances, electrical, and electronics manufacturing"
75071753,truck transportation
2541,advertising services
4589,pharmaceutical manufacturing
52911,non-profit organizations
5023,higher education
20734,hospitals and health care
46221,staffing and recruiting
79753277,retail apparel and fashion
10170827,hospitality
531902,retail
369191,dairy product manufacturing
99481341,staffing and recruiting
35224,staffing and recruiting
2880064,it services and it consulting
16246341,staffing and recruiting
20682533,non-profit organizations
93185893,advertising services
241280,government administration
65384923,staffing and recruiting
889952,aviation and aerospace component manufacturing
51977,advertising services
1071048,furniture and home furnishings manufacturing
64893667,religious institutions
3098071,mental health care
3256,financial services
65803425,primary and secondary education
152049,staffing and recruiting
1528180,hospitals and health care
10561288,hospitality
1465603,accounting
9404886,advertising services
658538,advertising services
89814109,medical equipment manufacturing
533498,farming
37569306,construction
17982487,hospitals and health care
114685,industrial machinery manufacturing
5215734,business consulting and services
27114546,software development
12991711,wholesale building materials
65604679,software development
1584246,retail apparel and fashion
1853240,wellness and fitness services
2744779,non-profit organizations
8017,chemical manufacturing
19159835,construction
35666630,staffing and recruiting
132969,law practice
33247900,it services and it consulting
5751,business consulting and services
148023,software development
531631,education administration programs
36351,advertising services
64314,industrial machinery manufacturing
78375524,manufacturing
6579,computers and electronics manufacturing
27022839,it services and it consulting
825290,it services and it consulting
6291,"appliances, electrical, and electronics manufacturing"
78538217,staffing and recruiting
76214850,staffing and recruiting
33210525,food and beverage manufacturing
2403625,it services and it consulting
7941455,software development
948851,motor vehicle manufacturing
55406,it services and it consulting
164921,hospitals and health care
17983361,it services and it consulting
68982777,staffing and recruiting
2329009,architecture and planning
2669,motor vehicle manufacturing
70969825,staffing and recruiting
2282551,wholesale building materials
11752085,defense and space manufacturing
1663642,food and beverage services
18993001,wellness and fitness services
230282,"glass, ceramics and concrete manufacturing"
7990291,it services and it consulting
271038,human resources services
1409042,aviation and aerospace component manufacturing
12459,oil and gas
28180,software development
18452768,insurance
16154054,wellness and fitness services
2813181,industrial machinery manufacturing
71192773,construction
4996709,construction
982361,industrial machinery manufacturing
98518965,insurance
38605,non-profit organizations
89686436,staffing and recruiting
2845760,staffing and recruiting
3817357,truck transportation
9303488,facilities services
957397,civic and social organizations
10077526,hospitals and health care
