company_id,industry
74839871,beverage manufacturing
136684,it services and it consulting
162947,chemical manufacturing
98926512,human resources services
1830132,mental health care
42744,staffing and recruiting
164972,law practice
278848,industrial machinery manufacturing
3047890,wholesale
75434245,oil and gas
24999271,staffing and recruiting
82317463,human resources services
18957106,it services and it consulting
2096694,it services and it consulting
98411018,staffing and recruiting
42462,it services and it consulting
97205199,staffing and recruiting
152243,non-profit organizations
5968916,staffing and recruiting
4022252,education administration programs
26963,restaurants
61236056,hospitals and health care
11864713,law practice
44095,it services and it consulting
66407,software development
1280557,industrial machinery manufacturing
856631,architecture and planning
21232722,defense and space manufacturing
35496599,software development
68655450,software development
65529778,staffing and recruiting
679272,staffing and recruiting
2263354,education administration programs
63330,staffing and recruiting
3580,it services and it consulting
1508753,staffing and recruiting
51586544,hospitals and health care
5870,chemical manufacturing
10234588,staffing and recruiting
49577,staffing and recruiting
69674781,staffing and recruiting
33278075,staffing and recruiting
528422,individual and family services
1045120,construction
33901,software development
9279891,industrial machinery manufacturing
371305,defense and space manufacturing
35541854,wholesale building materials
33290192,staffing and recruiting
250592,wholesale
66075,staffing and recruiting
548226,insurance
334414,security and investigations
322028,telecommunications
16182096,food and beverage manufacturing
7242,retail
571160,it services and it consulting
16171388,restaurants
10798761,public safety
7788232,environmental services
1403725,advertising services
23748018,design services
379836,defense and space manufacturing
98133065,staffing and recruiting
33878,non-profit organizations
8846,government administration
25683,it services and it consulting
16062,"technology, information and internet"
64508445,business consulting and services
283252,manufacturing
1340308,wholesale building materials
3520744,staffing and recruiting
513153,higher education
528401,media production
54259617,medical practices
5310247,law practice
1268542,staffing and recruiting
68951389,it services and it consulting
72062334,construction
331147,"appliances, electrical, and electronics manufacturing"
10001423,food and beverage services
100572424,restaurants
84086802,real estate
29457,construction
3100133,defense and space manufacturing
95313,staffing and recruiting
4285947,hospitals and health care
64481,financial services
9257498,it services and it consulting
3223364,business consulting and services
1364235,insurance
26233,software development
8548779,real estate
974997,individual and family services
925260,business consulting and services
84076052,business consulting and services
91182580,construction
1545783,staffing and recruiting
145267,software development
64899305,law practice
80196681,it services and it consulting
3657,higher education
101298,it services and it consulting
25765,hospitals and health care
201664,staffing and recruiting
7973087,it services and it consulting
29027385,law practice
98814498,business consulting and services
6756,real estate
1277958,staffing and recruiting
69291,staffing and recruiting
2746223,staffing and recruiting
1007530,machinery manufacturing
8315,machinery manufacturing
3073663,machinery manufacturing
3737341,education administration programs
2716011,education administration programs
85787,broadcast media production and distribution
1912157,professional training and coaching
9340686,it services and it consulting
78322617,staffing and recruiting
17940755,software development
74067844,hospitals and health care
131621,hospitality
138719,it services and it consulting
13299,translation and localization
96588932,machinery manufacturing
22137962,law practice
166607,"museums, historical sites, and zoos"
91955,wholesale building materials
77982542,hospitals and health care
68796640,it services and it consulting
3600665,civil engineering
40696247,staffing and recruiting
2730891,administration of justice
2303444,"appliances, electrical, and electronics manufacturing"
14027838,truck transportation
71289,it services and it consulting
132614,it services and it consulting
719759,truck transportation
10297362,machinery manufacturing
121091,staffing and recruiting
74558521,medical practices
3625103,retail apparel and fashion
77056741,advertising services
64608,airlines and aviation
56462368,staffing and recruiting
13359870,truck transportation
54327886,real estate
10469647,it services and it consulting
10375774,chemical manufacturing
11072571,real estate
2904046,utilities
29120464,staffing and recruiting
1674945,it services and it consulting
2600576,higher education
166100,it services and it consulting
35681115,staffing and recruiting
336165,staffing and recruiting
31476181,staffing and recruiting
84951391,financial services
10463859,truck transportation
93626022,advertising services
401801,construction
45346,staffing and recruiting
15247033,automation machinery manufacturing
101053379,computer games
63147,construction
1658561,paper and forest product manufacturing
82277950,it services and it consulting
76497087,hospitals and health care
77019006,advertising services
452426,mental health care
80799683,outsourcing and offshoring consulting
53614744,architecture and planning
40679674,mental health care
10023105,staffing and recruiting
1407981,staffing and recruiting
11080278,law practice
308648,oil and gas
100190090,construction
3818,chemical manufacturing
5259937,design services
7798698,staffing and recruiting
101710472,advertising services
257261,aviation and aerospace component manufacturing
741968,staffing and recruiting
56429861,staffing and recruiting
11205780,it services and it consulting
34970149,mental health care
105066,hospitals and health care
89850928,environmental services
143442,financial services
10515104,insurance
2699082,staffing and recruiting
3660674,mental health care
9181396,computer and network security
98013093,hospitals and health care
9430451,motor vehicle manufacturing
2565117,security and investigations
2059,"appliances, electrical, and electronics manufacturing"
8261108,hospitals and health care
1288,software development
221815,staffing and recruiting
1909776,it services and it consulting
12201,staffing and recruiting
2475616,hospitals and health care
10135152,government administration
165221,hospitals and health care
14928,higher education
25002018,financial services
2171947,software development
1576969,wholesale building materials
3198248,pharmaceutical manufacturing
497017,financial services
109225,construction
103413221,it services and it consulting
2633,chemical manufacturing
7167,automation machinery manufacturing
163394,financial services
166127,facilities services
165294,banking
5118334,staffing and recruiting
28850513,non-profit organizations
7832,higher education
5234,it services and it consulting
211153,government administration
1372291,staffing and recruiting
17132,civil engineering
446435,retail
162531,staffing and recruiting
46521,insurance
266710,hospitals and health care
82564337,chemical manufacturing
91579160,staffing and recruiting
2972588,public safety
35585953,defense and space manufacturing
727928,telecommunications
76200767,business consulting and services
407222,computer and network security
11044219,newspaper publishing
80867587,utilities
40910,software development
33267,software development
3934077,primary and secondary education
92597045,hospitals and health care
75031133,it services and it consulting
16112985,government administration
137040,software development
89553627,staffing and recruiting
4562,biotechnology research
140564,manufacturing
83643,hospitals and health care
927781,motor vehicle manufacturing
6615723,it services and it consulting
47260,"appliances, electrical, and electronics manufacturing"
11829529,hospitals and health care
14003776,pharmaceutical manufacturing
97036666,hospitals and health care
96485676,hospitals and health care
2074102,it services and it consulting
14793159,pharmaceutical manufacturing
2555454,financial services
164331,it services and it consulting
1373,business consulting and services
69867,hospitals and health care
165430,industrial machinery manufacturing
436009,business consulting and services
30950491,it services and it consulting
31985,staffing and recruiting
350048,law practice
13574568,it services and it consulting
35625340,software development
10650177,business consulting and services
239674,facilities services
438321,non-profit organizations
440542,staffing and recruiting
11571601,"transportation, logistics, supply chain and storage"
1273631,motor vehicle manufacturing
96243415,hospitals and health care
4499861,retail
11122,industrial machinery manufacturing
59720,construction
416904,staffing and recruiting
82016306,staffing and recruiting
1960010,consumer services
804928,civil engineering
162964,hospitals and health care
33238257,non-profit organizations
146282,civic and social organizations
15691,manufacturing
55056256,law practice
5284528,textile manufacturing
14547,software development
9438,human resources services
7136,consumer services
40888889,hospitals and health care
1152410,advertising services
7550,utilities
3260,industrial machinery manufacturing
131923,civil engineering
25022906,it services and it consulting
76878233,retail office equipment
283807,real estate
62648,government administration
13253099,it services and it consulting
18866757,hospitals and health care
3752771,hospitals and health care
4798,retail
14480264,it services and it consulting
27156178,hospitals and health care
2122671,public safety
10893210,software development
424844,biotechnology research
5840,it services and it consulting
52873503,utilities
3889191,non-profit organizations
97421813,market research
162444,"appliances, electrical, and electronics manufacturing"
35438783,hospitals and health care
99183,hospitals and health care
2399688,financial services
79024089,design services
3252,banking
2881963,retail
65331745,real estate
98027777,hospitals and health care
68168113,staffing and recruiting
96477027,hospitals and health care
1124924,real estate
3029766,it services and it consulting
961661,consumer services
10291774,oil and gas
66264380,machinery manufacturing
69111777,entertainment providers
69773,primary and secondary education
8636,higher education
95768817,information services
27134929,"transportation, logistics, supply chain and storage"
11670,defense and space manufacturing
521134,it services and it consulting
76201627,industrial machinery manufacturing
82369765,non-profit organizations
3579761,food and beverage services
64890982,computer and network security
27510,it services and it consulting
118355,motor vehicle manufacturing
48211,staffing and recruiting
2314351,retail
62021,civil engineering
164957,hospitals and health care
136195,hospitality
80181,furniture and home furnishings manufacturing
2433545,financial services
10536316,pharmaceutical manufacturing
17894802,retail apparel and fashion
10837749,furniture and home furnishings manufacturing
13256,financial services
40764162,consumer services
5262,truck transportation
13988,financial services
162422,manufacturing
1803436,it services and it consulting
967124,software development
3960,telecommunications
80359,facilities services
383161,banking
603134,education administration programs
294396,software development
83990,law practice
5000254,staffing and recruiting
35438488,staffing and recruiting
23715108,software development
9801,higher education
3583354,hospitals and health care
41073,oil and gas
10106,financial services
3997,insurance
9029,machinery manufacturing
55040918,hospitals and health care
1473796,automation machinery manufacturing
37304214,automation machinery manufacturing
167798,it services and it consulting
60049,construction
26305,higher education
96231829,hospitals and health care
759432,beverage manufacturing
1689,oil and gas
2302874,hospitals and health care
23922,hospitals and health care
33006,it services and it consulting
1066481,industrial machinery manufacturing
96181129,hospitals and health care
11022681,hospitals and health care
4592324,industrial machinery manufacturing
13154,beverage manufacturing
99220598,financial services
10140,pharmaceutical manufacturing
54291,education administration programs
776590,it services and it consulting
39604,wholesale
76321666,it services and it consulting
5311121,staffing and recruiting
811950,staffing and recruiting
37217,architecture and planning
11135982,truck transportation
2668792,veterinary services
33575,construction
951005,software development
20237396,it services and it consulting
1253387,advertising services
7079588,hospitals and health care
204243,software development
39673,musicians
372915,it services and it consulting
71880744,defense and space manufacturing
35451963,consumer services
18763,advertising services
114664,primary and secondary education
82849,accounting
427378,wellness and fitness services
4817128,consumer services
14370,financial services
77114,it services and it consulting
4854165,staffing and recruiting
71890,insurance
77766260,computer and network security
166658,higher education
55157,it services and it consulting
12509,it services and it consulting
97028055,hospitals and health care
99241942,business consulting and services
1751464,advertising services
14798,higher education
460421,real estate
71399348,machinery manufacturing
9142,public safety
71045300,pharmaceutical manufacturing
55170,staffing and recruiting
701236,financial services
79992118,hospitals and health care
55624331,non-profit organizations
89930893,renewable energy semiconductor manufacturing
889392,hospitals and health care
89466,oil and gas
1332329,staffing and recruiting
281801,it services and it consulting
88002225,software development
2890763,staffing and recruiting
9328925,it services and it consulting
2730,advertising services
51664179,non-profit organizations
5390815,hospitality
100532810,business consulting and services
126437,staffing and recruiting
1625168,non-profit organizations
166774,truck transportation
1597847,it services and it consulting
390416,utilities
5627265,medical equipment manufacturing
80910102,staffing and recruiting
2061777,non-profit organizations
673163,utilities
78063959,it services and it consulting
3695092,staffing and recruiting
1888257,renewable energy semiconductor manufacturing
99405323,media production
67223497,renewable energy semiconductor manufacturing
8362,financial services
2832833,advertising services
3314826,hospitals and health care
5155930,it services and it consulting
235348,software development
1584011,it services and it consulting
165726,outsourcing and offshoring consulting
18164810,media production
534162,non-profit organizations
1682168,retail luxury goods and jewelry
105530,hospitality
461310,staffing and recruiting
67991070,software development
15200418,airlines and aviation
127047,it services and it consulting
2058251,it services and it consulting
82533810,staffing and recruiting
133659,airlines and aviation
1277980,it services and it consulting
748587,food and beverage manufacturing
5316404,public relations and communications services
6326422,wholesale building materials
1657843,oil and gas
32563,staffing and recruiting
30574460,it services and it consulting
89193013,hospitals and health care
5089,motor vehicle manufacturing
3636723,entertainment providers
5203491,environmental services
95048341,hospitals and health care
11511502,staffing and recruiting
94262090,hospitals and health care
11174522,software development
11401699,truck transportation
91716675,government administration
37540512,financial services
87178186,it services and it consulting
20629,"transportation, logistics, supply chain and storage"
3066178,wholesale building materials
88387,staffing and recruiting
152528,staffing and recruiting
103414069,it services and it consulting
9552085,broadcast media production and distribution
81944115,staffing and recruiting
1769571,financial services
74333066,food and beverage services
234717,beverage manufacturing
10964862,staffing and recruiting
79530158,e-learning providers
716404,non-profit organizations
165443,food and beverage services
96225866,hospitals and health care
377841,restaurants
11555586,staffing and recruiting
52175675,public relations and communications services
265310,outsourcing and offshoring consulting
1778726,industrial machinery manufacturing
228791,staffing and recruiting
16264413,retail
98153264,hospitals and health care
29639,hospitals and health care
5339453,software development
2204354,government administration
94885672,non-profit organizations
16218,retail apparel and fashion
22003,it services and it consulting
10439499,human resources services
9024780,hospitals and health care
3765603,spectator sports
10116,personal care product manufacturing
4034605,government administration
157343,higher education
2795957,public safety
2429,industrial machinery manufacturing
146426,"appliances, electrical, and electronics manufacturing"
11448,financial services
1282089,printing services
88031434,law practice
7584467,software development
250278,construction
3998479,it services and it consulting
531094,real estate
89828295,it services and it consulting
162419,utilities
132625,it services and it consulting
5052673,financial services
96186907,hospitals and health care
10182862,software development
65264,staffing and recruiting
5236573,staffing and recruiting
5897898,"technology, information and internet"
17529,biotechnology research
5388757,software development
99001507,hospitals and health care
1036685,staffing and recruiting
81483612,software development
13406030,software development
18586257,computer and network security
2652,government administration
1022728,construction
33221218,it services and it consulting
3313811,construction
6919,it services and it consulting
15859161,advertising services
1003064,staffing and recruiting
28388,defense and space manufacturing
76214865,staffing and recruiting
25829,hospitals and health care
1373028,wholesale building materials
412931,law practice
30628515,machinery manufacturing
99543441,staffing and recruiting
6447213,staffing and recruiting
23628,financial services
80872081,advertising services
166918,financial services
13197,government administration
3357207,hospitals and health care
27240000,it services and it consulting
16205711,financial services
20607,utilities
74619848,biotechnology research
1926904,staffing and recruiting
301408,venture capital and private equity principals
7175,it services and it consulting
10527806,facilities services
53517403,hospitals and health care
223659,it services and it consulting
105063,motor vehicle manufacturing
86712,motor vehicle manufacturing
5049091,construction
1243589,it services and it consulting
12238,higher education
2457,software development
426567,mining
71719006,financial services
32185,financial services
16203147,pharmaceutical manufacturing
2499431,it services and it consulting
67572051,it services and it consulting
10599076,staffing and recruiting
42892,software development
3056209,business consulting and services
93309327,staffing and recruiting
75497,food and beverage manufacturing
11540172,staffing and recruiting
34742052,hospitals and health care
98848772,software development
11737521,construction
25403,software development
89331829,software development
90393773,banking
74360153,it services and it consulting
613447,retail office equipment
10797226,staffing and recruiting
164988,biotechnology research
4232899,machinery manufacturing
9857280,hospitals and health care
11800,insurance
6830,government administration
101755234,political organizations
2230045,government relations services
1587704,staffing and recruiting
4187,mining
16191238,advertising services
2925878,higher education
97184933,staffing and recruiting
72015472,it services and it consulting
98496028,business consulting and services
45261,advertising services
50923,staffing and recruiting
15205156,staffing and recruiting
268271,hospitals and health care
33046677,it services and it consulting
87226376,financial services
100336235,business consulting and services
362594,aviation and aerospace component manufacturing
260295,staffing and recruiting
20266,aviation and aerospace component manufacturing
331504,software development
2739563,hospitals and health care
92675042,computer and network security
78326739,it services and it consulting
9826,it services and it consulting
15332,law practice
15426950,non-profit organizations
4818145,environmental services
4374,"appliances, electrical, and electronics manufacturing"
1613698,hospitals and health care
2430330,staffing and recruiting
2291981,hospitals and health care
90896322,government administration
13057969,law practice
23393,higher education
112948,staffing and recruiting
268278,staffing and recruiting
93313749,manufacturing
8434,truck transportation
13041595,real estate
87233049,software development
1660845,telecommunications
5843,manufacturing
1168031,individual and family services
43226128,it services and it consulting
468160,advertising services
4976119,business consulting and services
18685824,manufacturing
156335,it services and it consulting
131759,it services and it consulting
2389408,defense and space manufacturing
34654317,it services and it consulting
31356620,it services and it consulting
77759770,insurance
125641,motor vehicle manufacturing
2675169,aviation and aerospace component manufacturing
3644472,civil engineering
572769,entertainment providers
242230,it services and it consulting
208401,it services and it consulting
7004380,hospitals and health care
71607371,staffing and recruiting
11317039,staffing and recruiting
831571,food and beverage services
75038941,real estate
1940159,it services and it consulting
2232398,advertising services
23724,computer and network security
101813502,software development
47475,staffing and recruiting
1844927,it services and it consulting
963739,staffing and recruiting
91465041,higher education
85618119,construction
510293,it services and it consulting
123944,insurance
6273609,banking
1401846,staffing and recruiting
10298,it services and it consulting
33259382,real estate
11835651,oil and gas
282692,it services and it consulting
30226705,it services and it consulting
18054300,staffing and recruiting
78389229,business consulting and services
22210,government administration
5466,chemical manufacturing
2312083,staffing and recruiting
166659,higher education
106755,human resources services
502882,human resources services
69480,insurance
791498,airlines and aviation
7321278,plastics manufacturing
18373129,it services and it consulting
5196734,pharmaceutical manufacturing
76245421,staffing and recruiting
69524,hospitals and health care
64905036,hospitals and health care
495689,chemical manufacturing
18573518,real estate
365659,medical equipment manufacturing
1452948,it services and it consulting
2613268,advertising services
27210299,staffing and recruiting
6017632,food and beverage manufacturing
18484635,staffing and recruiting
99248566,it services and it consulting
912360,construction
1786427,financial services
10288375,software development
2251475,staffing and recruiting
410992,medical equipment manufacturing
1206276,retail apparel and fashion
4856,education administration programs
79982254,staffing and recruiting
15237777,construction
100550520,it services and it consulting
3165226,financial services
83561,industrial machinery manufacturing
80150,government administration
152109,it services and it consulting
164158,non-profit organizations
1719218,primary and secondary education
18193888,biotechnology research
40890204,non-profit organizations
3119373,media production
548016,utilities
336338,real estate
24598581,real estate
7926576,primary and secondary education
11419009,staffing and recruiting
52201127,staffing and recruiting
165636,it services and it consulting
75730,retail
99465485,mental health care
32292,it services and it consulting
19192967,staffing and recruiting
11861601,biotechnology research
223479,telecommunications
17914628,it services and it consulting
9414987,it services and it consulting
1122072,it services and it consulting
64332,staffing and recruiting
1573225,advertising services
14072019,it services and it consulting
69204135,outsourcing and offshoring consulting
103103832,advertising services
21554,telecommunications
449579,financial services
82861485,government administration
67908,hospitals and health care
15091055,construction
93317931,government administration
16233931,individual and family services
528830,computer hardware manufacturing
77912095,advertising services
82096727,advertising services
533345,education administration programs
3758794,chemical manufacturing
6078,business consulting and services
3951845,higher education
84686,law practice
346641,wholesale building materials
145016,it services and it consulting
205289,advertising services
11770844,construction
37774195,non-profit organizations
18570461,retail
5251869,wellness and fitness services
99400379,software development
3237135,staffing and recruiting
1124026,staffing and recruiting
690587,it services and it consulting
122314,manufacturing
10191345,staffing and recruiting
35624908,staffing and recruiting
866507,it services and it consulting
27337687,hospitals and health care
24508,pharmaceutical manufacturing
15957,business consulting and services
19101288,it services and it consulting
20282677,it services and it consulting
28506315,retail apparel and fashion
4868400,real estate
90437248,software development
40664408,financial services
69114645,manufacturing
2185881,law practice
100742632,it services and it consulting
89907906,real estate
17969878,hospitality
244455,it services and it consulting
2130232,hospitals and health care
2529188,hospitals and health care
77768564,wholesale building materials
33222713,retail
35259,staffing and recruiting
2474,hospitals and health care
1789866,accounting
3050387,restaurants
68508471,"appliances, electrical, and electronics manufacturing"
61074,financial services
8588250,think tanks
9884,chemical manufacturing
67168015,staffing and recruiting
31540,airlines and aviation
816173,retail
1308355,security and investigations
9388,real estate
79135403,civil engineering
614655,truck transportation
4281,hospitals and health care
22321614,non-profit organizations
234269,staffing and recruiting
33303021,retail
3854,manufacturing
91414637,staffing and recruiting
132205,financial services
162807,staffing and recruiting
392569,online audio and video media
15589802,individual and family services
90637506,furniture and home furnishings manufacturing
8593,insurance
95718062,medical equipment manufacturing
1017056,primary and secondary education
61117,law practice
1121618,it services and it consulting
2601226,it services and it consulting
49830,law practice
1674743,advertising services
202529,hospitality
1076050,broadcast media production and distribution
19236,financial services
75616946,retail apparel and fashion
2172673,financial services
352970,food and beverage services
22273004,spectator sports
854521,musicians
2758286,advertising services
82256378,software development
3308310,law practice
9211944,it services and it consulting
75590176,defense and space manufacturing
13705949,it services and it consulting
23685281,software development
5833119,computers and electronics manufacturing
10093999,financial services
53587661,it services and it consulting
7581413,staffing and recruiting
75876381,it services and it consulting
18449451,design services
4815896,software development
10298952,financial services
18054861,legal services
1380287,hospitality
76349528,financial services
102133597,construction
65710222,staffing and recruiting
44661,it services and it consulting
215645,business consulting and services
1331632,it services and it consulting
1222129,non-profit organizations
352242,insurance
236801,truck transportation
2508972,individual and family services
113383,government administration
18149631,staffing and recruiting
2150924,education administration programs
1269,insurance
5354765,performing arts
380009,law practice
86370879,hospitals and health care
11825661,financial services
33883,software development
5051809,construction
77130340,staffing and recruiting
1098458,it services and it consulting
266626,machinery manufacturing
21380,hospitals and health care
19788656,software development
19180090,construction
78680932,banking
73062843,food and beverage services
40577,hospitals and health care
3077586,staffing and recruiting
390109,advertising services
90408525,insurance
2283087,it services and it consulting
3019440,staffing and recruiting
24073,higher education
2687116,software development
946114,biotechnology research
102829467,higher education
2409707,hospitals and health care
4757303,real estate
94479,truck transportation
6381133,security and investigations
2091531,law practice
101791563,staffing and recruiting
10389553,architecture and planning
4812585,staffing and recruiting
54134269,insurance
80301496,mental health care
83111,market research
3361646,it services and it consulting
103407882,government administration
560529,education administration programs
6593203,events services
1258653,it services and it consulting
89762151,it services and it consulting
53107478,staffing and recruiting
470375,insurance
2197293,financial services
28663263,food and beverage manufacturing
570101,staffing and recruiting
89972764,construction
77637529,accounting
1927,advertising services
30179852,it services and it consulting
1122148,real estate
9192818,construction
961273,it services and it consulting
5350373,staffing and recruiting
16874,advertising services
3356865,it services and it consulting
80684099,it services and it consulting
21703,hospitals and health care
612300,writing and editing
2144755,staffing and recruiting
27664,retail luxury goods and jewelry
164906,government administration
17954837,it services and it consulting
27247732,civic and social organizations
1457940,education administration programs
1891806,it services and it consulting
1556615,staffing and recruiting
66296481,construction
9215489,it services and it consulting
1254572,machinery manufacturing
2600261,machinery manufacturing
8868,research services
92309,it services and it consulting
266132,it services and it consulting
75440441,staffing and recruiting
76928217,entertainment providers
3235175,industrial machinery manufacturing
139096,manufacturing
64442,individual and family services
79488871,armed forces
534006,wholesale
18800181,staffing and recruiting
40909933,hospitality
26518413,it services and it consulting
94833098,software development
31537981,it services and it consulting
2841,higher education
626382,staffing and recruiting
11675,insurance
381097,staffing and recruiting
9588448,chemical manufacturing
2631743,human resources services
1325982,software development
1013591,environmental services
3524548,wellness and fitness services
2354894,financial services
1116890,"appliances, electrical, and electronics manufacturing"
10663129,staffing and recruiting
670462,it services and it consulting
211857,advertising services
305763,"appliances, electrical, and electronics manufacturing"
18263887,medical equipment manufacturing
7944952,staffing and recruiting
77004300,construction
2640689,staffing and recruiting
100424216,human resources services
34697347,consumer services
93456,architecture and planning
2130429,environmental services
2471868,staffing and recruiting
40890912,law practice
140801,construction
14797007,staffing and recruiting
71303127,staffing and recruiting
67131592,staffing and recruiting
344868,advertising services
1279135,it services and it consulting
6380749,staffing and recruiting
1278517,human resources services
10996500,human resources services
6915,financial services
85658990,hospitals and health care
950751,staffing and recruiting
28646291,hospitality
27788,automation machinery manufacturing
427596,non-profit organizations
2756204,hospitals and health care
92407,staffing and recruiting
1293591,industrial machinery manufacturing
87294,non-profit organizations
12953819,software development
869909,software development
1971965,environmental services
976529,retail luxury goods and jewelry
157329,financial services
90501737,insurance
8885116,wholesale import and export
15544,utilities
10373623,staffing and recruiting
25041466,law practice
1739031,it services and it consulting
9292905,law practice
1942275,market research
61703492,mental health care
322686,medical equipment manufacturing
254995,government administration
18589676,financial services
46852,higher education
3038230,hospitals and health care
32705,real estate
422976,it services and it consulting
2296781,food and beverage manufacturing
22531,business consulting and services
68951209,it services and it consulting
81954233,packaging and containers manufacturing
30960415,it services and it consulting
231810,utilities
10146731,government administration
28417,it services and it consulting
1280492,mental health care
2674719,hospitality
401618,staffing and recruiting
99246997,information services
51100,it services and it consulting
2259276,it services and it consulting
165423,staffing and recruiting
24794327,staffing and recruiting
1756,it services and it consulting
92611,accounting
263824,law practice
23164,hospitals and health care
13211176,staffing and recruiting
9500249,government administration
98701470,mental health care
68194053,software development
2950721,advertising services
42895954,individual and family services
871040,plastics manufacturing
33649,real estate
6464060,staffing and recruiting
3649076,real estate
69600391,staffing and recruiting
2319092,it services and it consulting
15245449,pharmaceutical manufacturing
417618,it services and it consulting
12903073,staffing and recruiting
2865,motor vehicle manufacturing
61183453,individual and family services
8821879,hospitals and health care
1247510,it services and it consulting
2454189,staffing and recruiting
165359,insurance
27006124,oil and gas
1366785,truck transportation
12977708,software development
306049,industrial machinery manufacturing
18019992,business consulting and services
23720119,law practice
74310498,entertainment providers
2049248,it services and it consulting
14070878,software development
90555868,staffing and recruiting
27116821,hospitals and health care
35482712,defense and space manufacturing
110701,staffing and recruiting
89493362,it services and it consulting
3066202,facilities services
572850,staffing and recruiting
1346678,staffing and recruiting
1321873,government administration
71001459,it services and it consulting
2261227,it services and it consulting
147847,food and beverage manufacturing
68889,business consulting and services
82233798,software development
7792665,software development
77733045,advertising services
9285384,real estate
79292042,wellness and fitness services
22592,truck transportation
3966490,it services and it consulting
2617452,retail
19098558,hospitals and health care
18286943,software development
1340634,hospitals and health care
2012779,it services and it consulting
1120131,food and beverage services
236259,construction
3737467,food and beverage services
34743066,law practice
5043387,real estate
80878880,it services and it consulting
9181,higher education
445702,"museums, historical sites, and zoos"
2863593,book and periodical publishing
35529155,automation machinery manufacturing
90420159,real estate
23435,truck transportation
74814864,"appliances, electrical, and electronics manufacturing"
2809975,financial services
77215487,it services and it consulting
3678,"glass, ceramics and concrete manufacturing"
24793330,staffing and recruiting
19825,it services and it consulting
15208,manufacturing
18080432,staffing and recruiting
3224847,it services and it consulting
1200217,individual and family services
3263648,staffing and recruiting
81544760,higher education
46763,truck transportation
1524968,truck transportation
3366591,professional training and coaching
809397,law practice
853360,higher education
79730635,medical practices
327639,financial services
27093959,education administration programs
12609607,design services
66292838,software development
23757062,industrial machinery manufacturing
427273,food and beverage services
5275893,software development
74772057,staffing and recruiting
100984,individual and family services
35470180,software development
490656,religious institutions
9203486,construction
71031,staffing and recruiting
101674898,hospitals and health care
7602005,it services and it consulting
54322801,business consulting and services
2286723,automation machinery manufacturing
9428125,it services and it consulting
26574100,outsourcing and offshoring consulting
15853,truck transportation
79815,staffing and recruiting
35532390,oil and gas
22937,biotechnology research
2422099,it services and it consulting
96159298,real estate
224935,it services and it consulting
100224856,business consulting and services
54133,hospitals and health care
65803679,international affairs
82695521,it services and it consulting
19161931,it services and it consulting
93942,it services and it consulting
1514335,machinery manufacturing
81506632,entertainment providers
3026495,staffing and recruiting
6372379,machinery manufacturing
27825,motor vehicle manufacturing
999780,staffing and recruiting
23160,libraries
10813252,personal care product manufacturing
269609,"appliances, electrical, and electronics manufacturing"
72344835,staffing and recruiting
299338,hospitals and health care
14439975,accounting
32391,advertising services
501073,education administration programs
15262835,aviation and aerospace component manufacturing
76987811,software development
1369051,retail
3634748,staffing and recruiting
58783920,civic and social organizations
69999759,financial services
2226943,construction
1166417,hospitals and health care
80837939,advertising services
10852401,gambling facilities and casinos
1121995,staffing and recruiting
10485992,staffing and recruiting
95043879,manufacturing
42916212,hospitals and health care
1010123,oil and gas
2316216,software development
79011799,it services and it consulting
27206033,retail apparel and fashion
88236,staffing and recruiting
19090238,staffing and recruiting
15317525,research services
50396,wholesale building materials
9329448,software development
2723848,software development
1135689,wholesale building materials
33208551,primary and secondary education
18821562,biotechnology research
98146975,construction
69905486,staffing and recruiting
9246433,it services and it consulting
77714976,events services
74475378,staffing and recruiting
89934967,retail
11067,it services and it consulting
10105,retail
2375518,staffing and recruiting
325397,retail apparel and fashion
98514526,it services and it consulting
145934,it services and it consulting
26216290,manufacturing
110329,law practice
34595,hospitals and health care
46797,hospitality
2746246,staffing and recruiting
4789153,staffing and recruiting
10222602,financial services
366720,financial services
523480,personal care product manufacturing
3652278,human resources services
1907225,manufacturing
99212509,staffing and recruiting
1179682,"appliances, electrical, and electronics manufacturing"
10682123,it services and it consulting
2478347,environmental services
30154886,banking
95757,packaging and containers manufacturing
553718,retail
348872,human resources services
707656,medical equipment manufacturing
800969,accounting
15446077,environmental services
250164,it services and it consulting
2738154,motor vehicle manufacturing
763915,railroad equipment manufacturing
1316321,staffing and recruiting
82565489,retail luxury goods and jewelry
11062886,wellness and fitness services
852267,food and beverage services
5307141,real estate
7777,information services
63440,software development
4828770,staffing and recruiting
11193064,biotechnology research
520304,utilities
163082,government administration
26643,non-profit organizations
10215930,biotechnology research
2031259,renewable energy semiconductor manufacturing
120205,"museums, historical sites, and zoos"
548383,accounting
1098754,wholesale
1884820,mining
29543,chemical manufacturing
35477392,machinery manufacturing
5688806,staffing and recruiting
10375170,it services and it consulting
4793263,it services and it consulting
3582403,legal services
71235692,law practice
2873210,pharmaceutical manufacturing
97191599,business consulting and services
10251910,business consulting and services
689669,manufacturing
493130,government administration
669285,machinery manufacturing
417766,manufacturing
1468533,staffing and recruiting
5000890,staffing and recruiting
12178909,architecture and planning
76246121,biotechnology research
55630,staffing and recruiting
23997,it services and it consulting
18615334,advertising services
8366018,staffing and recruiting
599659,chemical manufacturing
791541,personal care product manufacturing
296148,hospitals and health care
153083,business consulting and services
3289302,oil and gas
18271088,facilities services
87227477,hospitals and health care
9432479,it services and it consulting
